88,1170,0,642.37,44926
89,960,0,641.44,44926
90,1140,0,640.52,44926
91,1200,0,639.70,44926
92,1110,0,638.73,44926
93,1650,0,637.76,44926
94,1020,0,636.76,44926
95,1260,0,635.75,44926
96,1470,0,634.74,44926
97,1320,0,633.86,44926
98,1230,0,632.96,44926
99,1020,0,631.98,44926
100,1140,0,631.07,44926
101,1470,0,630.19,44926
102,1650,82,629.28,44926
103,1800,0,628.32,44926
104,1200,0,627.43,44926
105,1080,0,626.50,44926
106,1080,0,626.82,44926
107,1170,0,625.89,43898
108,1380,0,624.91,43902
109,540,0,623.95,43902
110,600,0,623.02,43902
111,990,0,622.15,43902
112,1290,0,621.25,43902
113,1290,0,620.34,43902
114,1290,82,619.59,43902
115,960,0,618.66,43902
116,1500,0,617.80,43902
117,900,0,616.90,43902
118,1290,352,616.00,43902
119,660,82,615.04,43902
120,2721,90,614.09,43902
121,1680,0,613.17,43902
122,1320,0,612.21,43902
123,1324,0,615.42,43902
124,1050,0,618.84,43902
125,1530,0,618.19,43902
126,1320,82,617.26,43902
127,2490,0,616.83,43902
128,1530,0,616.07,43902
129,2040,0,615.09,43902
130,2130,0,614.22,43902
131,2190,0,613.28,43902
132,2100,0,612.32,43902
133,1800,0,611.37,43902
134,1050,0,610.44,43902
135,1050,0,609.51,43902
136,1080,0,608.61,43902
137,1170,0,607.69,43902
138,1800,0,607.05,43902
139,1830,0,606.28,43902
140,1560,0,605.36,43902
141,840,0,604.46,43902
142,1470,82,603.61,43902
143,1290,0,602.70,43902
144,1650,0,601.91,43902
145,1500,0,601.01,43902
146,1650,0,600.12,43902
147,1890,0,599.32,43902
148,1500,0,598.53,43902
149,1290,0,597.83,43902
150,1380,0,596.99,43902
151,960,0,596.21,43902
152,1440,153,595.44,43902
153,960,0,594.73,43902
154,1110,0,594.02,43902
155,1080,82,593.26,43902
156,1020,0,592.50,43902
157,1200,0,591.77,41846
158,1470,0,591.06,41846
159,1650,0,590.37,41846
160,1770,0,589.62,41854
161,900,0,588.86,41854
162,1020,0,588.14,41854
163,1055,342,609.55,41854
164,960,0,608.84,41854
165,1290,82,608.12,41854
166,1140,82,607.35,41854
167,1560,0,606.67,41854
168,1200,0,605.91,41854
169,1260,0,607.72,41854
170,1200,0,613.05,41854
171,1200,0,635.77,41854
172,1590,0,635.02,41854
173,1260,82,634.28,41854
174,1710,0,633.52,41854
175,1920,0,632.75,41854
176,1620,0,631.96,41854
177,2100,270,631.49,41854
178,1890,90,631.09,41854
179,1290,0,630.31,41854
180,840,0,629.53,41854
181,900,0,628.77,41854
182,750,0,627.99,41854
183,1080,0,627.26,41854
184,1110,0,626.46,41854
185,1320,0,625.62,41854
186,960,0,624.83,41854
187,1020,0,624.12,41854
188,840,0,623.33,41854
189,1020,0,622.51,41854
190,1290,0,621.66,41854
191,1470,0,620.92,41854
192,1650,0,620.07,41854
193,1290,0,619.28,41854
194,1020,0,618.54,41854
195,1650,0,617.73,41854
196,1260,0,620.80,41854
197,1470,0,619.98,41854
198,1500,0,619.21,41854
199,1110,0,618.41,41854
200,720,0,617.60,41854
201,780,0,616.79,41854
202,900,0,616.00,41854
203,1290,0,615.24,41854
204,1500,0,614.43,41854
205,2070,0,613.64,41854
206,1650,0,612.92,41854
207,1530,0,612.30,41854
208,1620,86,611.55,41854
209,1200,0,610.84,41854
210,720,0,610.10,41854
211,840,0,609.33,41854
212,840,0,608.61,41854
213,900,0,608.23,41854
214,1680,0,607.44,41854
215,1470,0,606.66,41854
216,2040,0,605.99,41854
217,1200,0,605.26,41854
218,1320,0,604.57,41854
219,1590,0,603.80,41854
220,1020,0,610.25,41854
221,1470,0,609.65,41854
222,900,0,608.89,41854
223,750,0,608.92,41854
224,600,0,608.16,41854
225,750,0,647.31,41854
226,990,0,646.54,41854
227,1620,0,646.83,41854
228,1620,86,645.96,41854
229,1020,0,645.09,41854
230,780,0,644.32,41854
231,720,0,643.46,41854
232,1140,0,642.78,41854
233,1440,0,641.93,41854
234,1440,0,646.94,41854
235,1500,172,646.29,41854
236,1560,180,645.42,41854
237,1230,90,644.62,41854
238,1470,0,643.76,41854
239,1740,0,642.89,41854
240,1260,0,642.03,41854
241,1080,0,641.23,41855
242,1350,0,640.39,41855
243,1290,0,639.52,41855
244,1440,0,640.04,41855
245,960,0,639.24,41855
246,900,0,638.44,41855
247,1740,0,637.59,41855
248,1620,0,636.74,41855
249,1560,0,635.89,41855
250,1290,82,635.11,41855
251,900,0,634.34,41855
252,960,0,633.59,41855
253,660,0,632.83,41855
254,1320,0,632.05,41855
255,3377,0,672.67,41855
256,810,0,685.15,37743
257,690,0,690.30,37743
258,1020,0,690.50,37743
259,1500,0,689.66,37743
260,2100,0,688.85,37759
261,1740,0,688.00,37759
262,1650,82,687.17,37759
263,1530,0,691.34,37759
264,1260,82,691.07,37759
265,780,0,690.34,37759
266,1590,0,689.58,37759
267,1530,0,688.80,37759
268,1830,0,688.00,37759
269,1680,0,687.27,37759
270,1620,0,686.53,37759
271,1950,0,685.77,37759
272,1920,0,684.98,37759
273,1470,0,684.20,37759
274,1290,0,683.48,37759
275,1110,0,683.09,37759
276,1256,0,682.34,37759
277,1770,0,681.65,37759
278,1320,82,681.81,37759
279,1740,0,681.09,37759
280,1050,0,680.43,37759
281,1590,0,680.72,37759
282,1050,0,679.86,37759
283,1200,0,679.04,37759
284,1350,0,678.27,37759
285,990,0,677.49,37759
286,1740,0,677.04,37759
287,1200,0,676.23,37759
288,1080,0,675.59,37759
289,930,0,674.81,37759
290,720,0,673.99,37759
291,870,0,673.22,37759
292,570,0,672.43,37759
293,1170,0,671.67,37759
294,1230,270,671.07,37759
295,1620,90,670.27,37759
296,1620,0,669.45,37759
297,1980,0,668.64,37759
298,3000,0,667.87,37759
299,3360,0,667.08,37759
300,3374,102,666.28,37759
301,2880,0,665.51,37759
302,1320,0,664.76,37759
303,840,0,664.40,37759
304,720,0,663.63,37759
305,780,0,662.85,37759
306,900,82,668.81,37759
307,1320,0,668.23,37759
308,1080,0,667.51,37759
309,840,0,666.73,37759
310,1080,0,665.95,37759
311,4866,94,665.89,37759
312,6750,0,665.15,37759
313,5610,0,664.55,37759
314,4110,0,663.77,37759
315,990,0,663.06,37759
316,1140,0,662.41,37759
317,1470,0,661.70,37759
318,1710,0,660.91,37759
319,1980,0,660.14,37759
320,1800,0,659.38,37759
321,1020,0,658.71,37759
322,1050,0,657.98,37759
323,1530,0,657.23,37759
324,1590,0,656.47,37759
325,1500,0,655.75,37759
326,1800,0,655.00,37759
327,1470,0,654.28,37759
328,1650,0,653.51,37759
329,720,60,652.83,37759
330,720,0,652.18,37759
331,780,0,651.47,37759
332,930,0,652.87,37759
333,1170,0,652.13,37759
334,660,0,651.40,37759
335,1050,0,650.69,37759
336,1020,0,649.98,37759
337,840,0,649.18,37759
338,1230,0,648.48,37759
339,1110,0,648.41,37759
340,840,0,647.67,37759
341,1200,0,646.97,37759
342,1200,0,646.25,37759
343,1500,0,645.50,37759
344,1440,0,645.83,37759
345,1560,0,645.15,37759
346,2160,0,647.33,37759
347,2160,0,649.10,37759
348,2220,0,649.34,37759
349,1860,0,648.66,37759
350,1860,0,647.94,37759
351,2580,270,647.38,37759
352,2130,90,646.66,37759
353,1710,0,646.73,37759
354,1800,0,646.07,37759
355,960,0,645.41,37759
356,1320,0,644.69,37759
357,1110,0,643.97,37759
358,1680,82,643.26,37759
359,1560,0,642.57,37759
360,1020,0,641.86,37759
361,780,0,641.14,37759
362,1050,82,640.52,37759
363,930,0,639.80,37759
364,1470,0,639.15,37759
365,1050,0,638.46,37759
366,1440,82,637.84,37759
367,660,0,637.19,37759
368,810,0,636.50,37759
369,660,0,635.86,37759
370,1339,0,635.29,37759
371,1069,82,634.59,37759
372,1140,0,633.90,37759
373,1050,0,633.24,37759
374,840,0,632.57,37759
375,750,0,632.60,37759
376,630,0,631.90,37759
377,1080,0,631.54,37759
378,1039,0,630.88,37759
379,1039,0,630.18,37759
380,1110,0,629.44,37759
381,1530,0,628.76,37759
382,1680,0,628.11,37759
383,1170,0,628.05,37759
384,1110,0,650.22,37759
385,1320,0,649.53,37759
386,1080,0,649.25,37759
387,1050,0,648.58,37759
388,1440,0,647.88,37759
389,1230,0,647.20,37759
390,1200,0,646.50,37759
391,1620,0,645.82,37759
392,1020,0,645.20,37759
393,1050,0,644.50,37759
394,720,0,646.26,37759
395,720,0,647.87,37759
396,1110,0,647.47,37759
397,780,0,646.88,37759
398,1320,0,646.18,37759
399,1050,0,646.84,37759
400,1050,0,646.36,37759
401,1050,0,645.77,37759
402,1470,0,645.08,37759
403,1050,0,644.40,37759
404,960,0,643.79,37759
405,1050,0,643.12,37759
406,900,0,642.51,37759
407,1110,90,642.02,37759
408,1050,90,641.54,37759
409,1050,0,640.87,37759
410,630,0,640.22,37759
411,840,0,639.59,37759
412,1260,0,638.92,37759
413,1080,0,638.30,37759
414,1560,0,637.65,37759
415,1140,0,637.02,37759
416,1350,0,636.37,37759
417,1620,0,635.71,37759
418,1320,0,635.07,37759
419,1770,0,634.52,37759
420,1470,0,633.90,37759
421,960,0,633.24,37759
422,1200,0,632.75,37759
423,780,0,632.10,37759
424,930,0,631.45,37759
425,750,0,630.85,37759
426,1440,0,630.11,37759
427,900,0,629.48,37759
428,990,0,628.92,37759
429,960,0,628.31,37759
430,870,0,627.67,37759
431,1020,0,627.02,37759
432,1110,0,626.46,37759
433,900,0,625.77,37759
434,990,0,625.17,37759
435,930,0,624.54,37759
436,1230,0,623.95,37759
437,660,0,626.57,37759
438,1050,82,625.96,37759
439,960,0,626.76,37759
440,1380,0,626.13,37759
441,1380,0,625.52,37759
442,1260,0,627.59,37759
443,1230,0,629.22,37759
444,900,0,628.69,37759
445,1140,0,628.54,37759
446,1320,0,627.98,37759
447,1080,0,628.72,37759
448,1470,0,628.12,37759
449,960,0,627.50,37759
450,1560,0,626.82,37759
451,900,0,626.21,37759
452,1230,0,625.59,37759
453,1140,0,625.00,29534
454,1200,0,624.41,29534
455,1500,0,623.81,29567
456,780,0,623.21,29567
457,780,0,622.57,29567
458,960,0,622.01,29567
459,840,0,621.38,29567
460,1230,0,620.77,29567
461,1230,0,620.18,29567
462,1140,0,619.60,29567
463,1290,0,619.00,29567
464,720,0,618.35,29567
465,780,0,617.74,29567
466,840,270,617.24,29567
467,810,0,616.66,29567
468,870,0,616.08,29567
469,1140,0,615.46,29567
470,1200,0,614.85,29567
471,1530,0,614.20,29567
472,1080,0,613.71,29567
473,990,0,613.08,29567
474,660,0,612.44,29567
475,1650,0,611.81,29567
476,1170,0,611.21,29567
477,1440,0,610.60,29567
478,1290,0,609.96,29567
479,1170,0,609.31,29567
480,1350,0,608.67,29567
481,750,0,608.11,29567
482,960,0,607.51,29567
483,780,0,606.91,29567
484,930,0,606.32,29567
485,930,0,605.78,29567
486,1410,82,605.22,29567
487,540,0,604.63,29567
488,990,0,604.12,29567
489,540,0,603.55,29567
490,840,0,606.83,29567
491,1140,0,606.29,29567
492,1020,0,605.70,29567
493,960,0,608.12,29567
494,1200,0,609.15,29567
495,1020,82,608.61,29567
496,1214,102,608.29,29567
497,1260,0,609.10,29567
498,1140,82,609.80,29567
499,750,0,609.28,29567
500,840,0,608.76,29567
501,930,0,608.18,29567
502,960,0,607.96,29567
503,1140,0,607.40,29567
504,1260,82,606.80,29567
505,1470,0,606.28,29567
506,1620,0,605.70,29567
507,1410,0,605.13,29567
508,1170,0,604.58,29567
509,960,0,604.04,29567
510,1560,0,603.48,29567
511,1200,0,602.92,29567
512,2070,0,602.42,29567
513,1080,0,601.84,29567
514,1560,0,601.31,29567
515,1440,0,600.77,29567
516,1680,0,600.22,29567
517,1860,0,599.66,29567
518,1530,0,599.10,29567
519,1440,0,598.58,29567
520,1590,0,598.01,29567
521,1500,90,597.45,29567
522,1620,90,596.91,29567
523,1350,0,596.37,29567
524,1590,0,595.92,29567
525,780,0,595.50,29567
526,1230,0,594.99,29567
527,1230,0,594.63,29567
528,1140,0,594.16,29567
529,1440,0,593.68,29567
530,1500,0,593.17,29567
531,1530,0,592.67,29567
532,1500,0,592.19,29567
533,1620,0,591.74,29567
534,990,0,591.56,29567
535,1320,0,591.06,29567
536,1080,0,590.56,29567
537,1980,0,590.07,29567
538,2010,0,589.64,29567
539,2040,0,589.23,29567
540,1410,0,588.74,29567
541,1680,0,592.73,29567
542,1470,0,592.63,29567
543,1200,0,592.20,29567
544,1410,0,595.75,29567
545,1200,0,597.08,29567
546,1350,0,599.04,29567
547,600,0,598.79,29567
548,690,0,598.26,29567
549,720,0,597.71,29567
550,870,0,597.34,29567
551,990,0,596.84,29567
552,960,0,596.80,29567
553,1320,0,596.29,29567
554,1020,0,595.77,29567
555,960,0,595.22,29567
556,840,0,594.69,29567
557,1650,0,594.16,29567
558,1260,0,593.65,29567
559,1290,0,593.10,29567
560,900,0,592.59,29567
561,300,0,592.11,29567
562,870,0,591.62,29567
563,1020,0,591.08,29567
564,1050,0,590.52,29567
565,1080,0,589.97,29567
566,720,0,589.41,29567
567,540,0,589.04,29567
568,780,0,588.51,29567
569,900,0,587.99,29567
570,1290,0,587.47,29567
571,840,0,586.95,29567
572,1140,0,586.47,29567
573,1020,0,585.96,29567
574,1170,0,585.44,29567
575,1489,0,584.91,29567
576,1189,0,584.41,29567
577,1617,0,583.89,29567
578,1707,0,583.36,29567
579,1320,0,582.90,29567
580,1527,0,582.40,29567
581,1020,180,582.07,29567
582,1170,90,581.58,29567
583,1200,0,581.95,29567
584,1590,0,581.48,29567
585,1380,0,580.98,29567
586,1410,0,580.51,29567
587,960,0,580.01,29567
588,840,0,579.49,29567
589,1197,0,579.01,29567
590,1260,0,578.54,29567
591,840,0,582.54,29567
592,720,0,582.06,29567
593,540,0,581.58,29567
594,840,0,581.10,29567
595,990,0,580.63,29567
596,1200,0,581.14,29567
597,1530,0,599.31,29567
598,1110,0,598.89,29567
599,1110,0,598.36,29567
600,570,0,597.89,29567
601,870,0,597.37,29567
602,960,0,596.85,29567
603,930,0,596.35,29567
604,1260,0,596.16,29567
605,1680,0,596.08,29567
606,1080,0,595.56,29567
607,1080,0,595.14,29567
608,690,82,594.62,29567
609,750,0,594.16,29567
610,1080,0,593.65,29567
611,1020,0,593.14,29567
612,987,0,592.65,29567
613,810,0,592.15,29567
614,720,0,591.67,29567
615,780,0,591.16,29567
616,1080,82,590.65,29567
617,1110,0,590.20,29567
618,1470,0,589.70,29567
619,1350,0,589.21,29567
620,1626,0,588.69,29567
621,1170,0,588.30,29567
622,930,0,587.81,29567
623,1260,82,587.33,29567
624,1380,0,586.83,29567
625,1740,0,586.38,29567
626,1560,0,585.94,29567
627,1710,0,585.48,29567
628,1500,0,585.06,29567
629,1440,0,584.66,29567
630,1560,0,584.22,29567
631,900,0,584.50,29567
632,1410,0,584.08,29567
633,1080,0,583.66,29567
634,1260,0,583.19,29567
635,1380,0,586.49,29567
636,1320,0,586.79,29567
637,840,0,586.33,29567
638,1170,180,586.01,29567
639,1470,0,585.46,29567
640,1020,0,585.54,29567
641,1080,0,586.02,29567
642,720,0,585.58,29567
643,1350,0,585.09,29567
644,1440,0,584.62,29567
645,1890,0,584.18,29567
646,1920,0,583.69,29567
647,1339,0,583.25,29567
648,1219,0,582.78,29567
649,900,0,582.29,29567
650,600,0,581.88,29567
651,480,0,584.13,29567
652,1080,0,583.64,29567
653,1470,0,584.30,29567
654,840,0,583.83,29567
655,1470,0,583.36,29567
656,1080,0,582.93,29567
657,1560,0,582.47,29567
658,810,0,582.00,29567
659,1350,0,581.68,29567
660,780,0,581.27,29567
661,1167,0,580.82,29567
662,957,0,580.36,29567
663,1170,0,579.88,29567
664,1290,0,606.46,29567
665,1260,0,618.88,29567
666,1140,0,618.40,29567
667,1140,0,617.83,29567
668,1110,0,618.20,29567
669,1500,0,626.60,29567
670,1140,0,635.74,29567
671,1140,0,642.08,29567
672,1320,0,650.41,29567
673,1410,0,653.05,29567
674,1470,0,657.27,29567
675,1590,0,665.62,29567
676,1350,0,676.54,29567
677,1350,0,676.44,29567
678,1440,0,681.73,29567
679,1500,0,694.11,29567
680,1260,0,699.09,29567
681,2040,0,701.38,29567
682,1350,0,703.09,29567
683,1860,0,716.65,29567
684,1260,0,726.97,29567
685,1489,0,726.76,29567
686,559,0,735.53,29567
687,510,0,749.95,29567
688,840,0,760.39,29567
689,1470,0,761.41,29567
690,1530,0,765.00,29567
691,1800,82,769.87,29567
692,990,0,773.30,29567
693,1080,0,773.59,29567
694,1140,82,773.84,29567
695,990,90,773.57,29567
696,810,90,773.19,29567
697,810,90,776.33,29567
698,600,0,778.68,29567
699,829,0,802.44,29567
700,1279,0,814.21,29567
701,840,86,825.02,29567
702,960,0,839.72,29567
703,480,0,889.20,29567
704,1140,0,895.42,29567
705,1020,0,915.16,29567
706,1230,0,930.01,29567
707,600,0,929.93,29567
708,570,0,936.10,29567
709,480,0,938.12,29567
710,630,0,938.08,29567
711,810,0,937.35,29567
712,1230,0,936.84,29567
713,780,0,936.15,29567
714,1020,0,935.39,29567
715,720,0,934.75,29567
716,750,0,934.04,29567
717,540,0,933.34,29567
718,600,0,932.62,29567
719,750,0,932.00,29567
720,900,0,931.37,29567
721,810,0,930.70,29567
722,990,0,931.82,29567
723,900,0,931.15,29567
724,750,0,950.59,29567
725,360,0,952.24,29567
726,390,0,951.56,29567
727,570,0,950.92,29567
728,750,0,950.28,29567
729,1080,0,949.60,29567
730,930,0,948.93,29567
731,870,0,948.27,29567
732,930,0,947.87,29567
733,870,0,947.23,29567
734,960,0,946.58,29567
735,1230,0,945.91,29567
736,1260,0,945.24,29567
737,1680,0,944.59,29567
738,1140,0,943.96,29567
739,1560,82,943.33,29567
740,1080,0,942.69,29567
741,870,0,942.02,29567
742,990,0,941.41,29567
743,840,0,940.78,29567
744,870,0,940.14,29567
745,1369,0,939.48,29567
746,739,0,938.83,29567
747,1590,82,938.25,29567
748,960,0,939.03,29567
749,1020,0,940.14,29567
750,1140,82,939.42,29567
751,1260,82,938.72,29567
752,1440,0,938.05,45970
753,1200,0,937.46,45970
754,900,0,936.73,45970
755,750,90,936.11,45970
756,1350,90,935.35,45970
757,900,0,934.57,45970
758,780,0,933.83,45970
759,840,0,933.21,45970
760,960,0,932.43,45970
761,1170,0,932.35,45970
762,720,0,932.46,45970
763,1440,0,931.96,45970
764,1440,0,931.16,45970
765,1590,0,930.35,45970
766,720,0,929.56,45970
767,1050,0,928.81,45970
768,1350,0,928.08,45970
769,1740,0,927.30,45970
770,1950,0,926.53,45970
771,1500,0,925.76,45970
772,1080,0,925.02,45970
773,900,0,924.26,45970
774,900,0,923.47,45970
775,1470,0,922.67,45970
776,1770,0,926.42,45970
777,1710,0,925.65,45970
778,1500,0,924.87,45970
779,1050,0,924.08,45970
780,1350,0,923.29,45970
781,810,0,922.60,45970
782,690,0,921.84,45970
783,1080,0,921.08,45970
784,1320,0,920.32,45970
785,1050,0,919.60,45970
786,1080,0,918.87,45970
787,1080,0,918.13,45970
788,990,0,917.40,45970
789,540,0,916.66,45970
790,660,0,915.94,45970
791,960,0,915.21,45970
792,930,0,914.46,45970
793,900,0,913.71,45970
794,1080,0,912.97,45970
795,1050,0,912.26,45970
796,1260,82,911.52,45970
797,840,0,910.79,45970
798,870,0,910.06,45970
799,780,0,909.30,45970
800,840,0,908.58,45970
801,930,0,907.86,45970
802,810,0,907.12,45970
803,840,0,906.40,45970
804,660,0,905.68,45970
805,1110,0,904.96,45970
806,1350,0,904.39,45970
807,1080,0,903.67,45970
808,1560,90,902.95,45970
809,1320,180,902.24,45970
810,660,0,901.76,45970
811,480,0,901.05,45970
812,660,0,900.35,45970
813,1140,0,899.64,45970
814,870,0,898.94,45970
815,1230,0,898.22,45970
816,900,0,897.71,45970
817,780,0,897.06,45970
818,780,0,896.40,45970
819,810,0,895.75,45970
820,960,0,895.09,45970
821,930,0,894.44,45970
822,720,0,893.79,45970
823,870,0,893.13,45970
824,780,0,892.48,45970
825,690,0,891.83,45970
826,1350,0,891.18,45970
827,960,0,890.53,45970
828,1770,0,889.89,45970
829,990,0,889.24,45970
830,930,0,888.58,45970
831,1050,0,887.94,45970
832,930,0,887.30,45970
833,1110,0,886.65,45970
834,1230,0,886.02,45970
835,1260,0,885.40,45970
836,1290,0,884.75,45970
837,1080,0,884.11,45970
838,1260,0,883.47,45970
839,900,0,882.84,45970
840,960,0,882.20,45970
841,840,0,881.57,45970
842,900,0,880.92,45970
843,1530,0,880.29,45970
844,1800,0,879.60,45970
845,1410,0,878.93,45970
846,1470,0,878.22,45970
847,840,82,877.50,45970
848,1230,0,876.81,45970
849,1560,0,876.09,45970
850,1380,0,875.40,45970
851,1380,0,874.71,45970
852,2010,0,874.00,45970
853,1500,0,873.27,45970
854,1320,0,872.56,45970
855,990,0,871.86,45970
856,1260,0,871.15,45970
857,990,0,870.45,45970
858,1260,0,869.75,45970
859,1380,0,869.37,45970
860,1560,0,868.67,45970
861,1890,0,867.97,45970
862,1830,90,867.27,45970
863,1710,0,866.57,45970
864,2070,90,865.88,45970
865,2370,82,865.19,45970
866,2250,0,864.51,45970
867,1440,0,863.81,45970
868,1200,0,863.13,45970
869,1020,0,862.45,45970
870,900,0,861.75,45970
871,840,0,861.06,45970
872,600,0,860.37,45970
873,720,0,859.69,45970
874,1295,342,864.14,45970
875,1230,0,864.01,45970
876,1140,0,863.33,45970
877,7784,162,862.65,45970
878,5970,0,861.98,45970
879,3720,0,861.34,45970
880,600,0,860.69,45970
881,420,0,860.06,45970
882,510,0,859.42,45970
883,240,0,858.79,45970
884,420,0,858.17,45970
885,150,0,857.55,45970
886,210,0,856.92,45970
887,0,0,856.29,45970
888,540,0,855.68,45970
889,1230,0,855.05,45970
890,1890,0,854.42,45970
891,1410,0,853.82,45970
892,1500,0,853.19,45970
893,1230,0,852.57,45970
894,960,0,851.97,45970
895,810,0,851.35,45970
896,780,0,850.73,45970
897,1260,0,850.13,45970
898,1080,82,849.52,45970
899,1470,0,848.91,45970
900,1290,0,848.29,45970
