0,12.0,2.7
5,43.0,6.5
10,39.5,6.5
15,42.5,6.5
20,44.0,6.5
25,43.5,6.5
30,44.3,6.5
35,43.8,6.5
40,43.0,0.0
45,37.9,0.0
50,34.4,0.0
55,31.5,0.0
60,28.7,0.0
65,26.6,0.0
70,24.9,0.0
75,23.3,0.0
80,22.0,0.0
85,20.5,0.0
90,19.5,0.0
95,18.5,0.0
100,17.7,0.0
105,16.7,0.0
110,16.0,0.0
115,15.4,0.0
120,14.8,0.0
125,14.4,6.3
130,15.6,6.3
135,16.6,6.3
140,17.7,6.3
145,18.5,6.3
150,19.5,6.3
155,20.0,0.0
160,19.5,0.0
165,18.9,0.0
170,18.4,0.0
175,17.9,0.0
180,17.4,0.0
185,17.0,0.0
190,16.6,0.0
195,16.1,0.0
200,15.7,0.0
205,15.3,0.0
210,15.0,0.0
215,14.6,0.0
220,14.3,0.0
225,14.0,0.0
230,13.6,0.0
235,13.4,0.0
240,13.9,7.4
245,14.5,7.4
250,15.2,7.4
255,15.7,7.4
260,16.3,7.4
265,17.4,7.4
270,18.6,7.4
275,19.8,7.4
280,20.1,0.0
285,19.7,0.0
290,19.4,0.0
295,19.1,0.0
300,18.8,0.0
305,18.5,0.0
310,18.2,0.0
315,17.9,0.0
320,17.6,0.0
325,17.3,0.0
330,17.1,0.0
335,16.8,0.0
340,16.6,0.0
345,16.3,0.0
350,16.1,0.0
355,15.9,0.0
360,15.7,0.0
365,15.9,8.5
370,16.9,8.5
375,17.8,8.5
380,18.7,8.5
385,19.6,8.5
390,20.4,9.2
395,21.2,9.2
400,21.6,0.0
405,21.3,0.0
410,21.0,0.0
415,20.8,0.0
420,20.5,0.0
425,20.3,0.0
430,20.0,0.0
435,19.8,0.0
440,19.6,0.0
445,19.4,0.0
450,19.2,0.0
455,18.9,0.0
460,18.7,0.0
465,18.5,0.0
470,18.4,7.3
475,19.2,7.3
480,19.9,7.3
485,20.5,7.3
490,21.2,7.3
495,21.7,7.3
500,21.9,7.3
505,22.2,7.3
510,22.0,0.0
515,21.8,0.0
520,21.6,0.0
525,21.4,0.0
530,21.2,0.0
535,21.0,0.0
540,20.8,0.0
545,20.6,0.0
550,20.5,0.0
555,20.2,0.0
560,20.1,0.0
565,19.9,0.0
570,19.9,6.9
575,20.5,6.9
580,21.0,6.9
585,21.6,6.9
590,22.1,6.9
595,22.3,6.9
600,22.3,0.0
605,22.1,0.0
610,21.9,0.0
615,21.8,0.0
620,21.6,0.0
625,21.4,0.0
630,21.2,0.0
635,21.1,0.0
640,20.9,0.0
645,20.7,0.0
650,20.6,0.0
655,20.4,0.0
660,20.3,0.0
665,20.1,0.0
670,20.3,9.0
675,20.7,9.0
680,21.2,9.0
685,21.7,9.0
690,22.1,9.0
695,22.6,9.0
700,22.9,9.0
705,23.0,9.0
710,23.1,0.0
715,22.9,0.0
720,22.7,0.0
725,22.6,0.0
730,22.4,0.0
735,22.3,0.0
740,22.1,0.0
745,22.0,0.0
750,21.8,0.0
755,21.7,0.0
760,21.5,0.0
765,21.4,0.0
770,21.2,0.0
775,21.1,0.0
780,21.0,0.0
785,20.8,0.0
790,21.2,5.9
795,21.3,5.9
800,21.4,5.9
805,21.5,5.9
810,21.6,5.9
815,21.6,5.9
820,21.7,5.9
825,21.7,0.0
830,21.5,0.0
835,21.4,0.0
840,21.3,0.0
845,21.1,0.0
850,21.0,0.0
855,20.9,0.0
860,20.8,0.0
865,20.6,0.0
870,20.5,0.0
875,20.4,0.0
880,20.3,0.0
885,20.2,0.0
890,20.1,0.0
895,20.1,6.0
900,20.1,6.0
